id,age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,outcome,target
288,50,technician,single,tertiary,no,339.00,yes,no,unknown,5,may,2,3,-1,0,unknown,no
289,32,blue-collar,married,secondary,no,1331.00,yes,no,unknown,5,may,286,2,-1,0,unknown,no
290,40,self-employed,married,secondary,no,672.00,yes,no,unknown,5,may,164,2,-1,0,unknown,no
291,37,management,married,tertiary,no,58.00,yes,no,unknown,5,may,98,2,-1,0,unknown,no
292,54,technician,single,unknown,no,447.00,yes,no,unknown,5,may,742,2,-1,0,unknown,no
293,24,student,single,secondary,no,423.00,yes,no,unknown,5,may,226,3,-1,0,unknown,no
294,54,management,married,tertiary,no,0.00,no,no,unknown,5,may,120,2,-1,0,unknown,no
295,34,technician,married,secondary,no,19.00,yes,no,unknown,5,may,362,4,-1,0,unknown,no
296,56,technician,divorced,primary,no,13.00,yes,no,unknown,5,may,357,2,-1,0,unknown,no
297,31,blue-collar,single,secondary,no,3.00,yes,no,unknown,5,may,200,2,-1,0,unknown,no
298,24,student,single,secondary,no,82.00,yes,no,unknown,5,may,204,2,-1,0,unknown,no
299,42,blue-collar,divorced,primary,no,28.00,yes,no,unknown,5,may,126,3,-1,0,unknown,no
300,57,technician,married,secondary,no,792.00,yes,no,unknown,5,may,65,2,-1,0,unknown,no
301,42,blue-collar,married,unknown,no,408.00,yes,no,unknown,5,may,107,2,-1,0,unknown,no
302,51,admin,married,secondary,no,531.00,yes,no,unknown,5,may,267,2,-1,0,unknown,no
303,57,retired,married,secondary,no,211.00,yes,no,unknown,5,may,248,2,-1,0,unknown,no
304,36,services,single,secondary,no,62.00,yes,no,unknown,5,may,215,2,-1,0,unknown,no
305,53,services,married,unknown,no,257.00,yes,no,unknown,5,may,209,2,-1,0,unknown,no
306,50,technician,married,secondary,no,1234.00,yes,no,unknown,5,may,205,2,-1,0,unknown,no
307,54,management,married,tertiary,no,313.00,yes,no,unknown,5,may,83,2,-1,0,unknown,no
308,55,blue-collar,married,secondary,no,89.00,yes,no,unknown,5,may,106,3,-1,0,unknown,no
309,44,blue-collar,married,secondary,no,129.00,yes,yes,unknown,5,may,189,2,-1,0,unknown,no
310,43,management,married,unknown,no,0.00,yes,no,unknown,5,may,105,2,-1,0,unknown,no
311,56,admin,married,secondary,no,353.00,yes,no,unknown,5,may,106,2,-1,0,unknown,no
312,54,technician,married,unknown,no,851.00,yes,no,unknown,5,may,108,2,-1,0,unknown,no
313,55,services,divorced,primary,no,96.00,yes,yes,unknown,5,may,311,2,-1,0,unknown,no
314,37,services,divorced,secondary,no,398.00,yes,yes,unknown,5,may,214,2,-1,0,unknown,no
315,33,admin,single,tertiary,no,193.00,no,no,unknown,5,may,132,2,-1,0,unknown,no
316,46,admin,married,secondary,no,-358.00,yes,no,unknown,5,may,358,2,-1,0,unknown,no
317,36,blue-collar,married,secondary,no,539.00,yes,yes,unknown,5,may,453,2,-1,0,unknown,no
318,51,technician,single,secondary,no,0.00,yes,no,unknown,5,may,364,2,-1,0,unknown,no
319,40,retired,single,primary,no,0.00,no,no,unknown,5,may,136,2,-1,0,unknown,no
320,42,blue-collar,married,secondary,no,490.00,yes,no,unknown,5,may,386,2,-1,0,unknown,no
321,51,blue-collar,married,secondary,no,0.00,yes,no,unknown,5,may,173,2,-1,0,unknown,no
322,49,blue-collar,married,unknown,no,403.00,yes,no,unknown,5,may,241,2,-1,0,unknown,no
323,48,management,married,secondary,no,161.00,yes,no,unknown,5,may,224,3,-1,0,unknown,no
324,32,technician,divorced,tertiary,no,2558.00,no,no,unknown,5,may,148,2,-1,0,unknown,no
325,31,admin,single,secondary,no,98.00,yes,no,unknown,5,may,196,2,-1,0,unknown,no
326,55,management,single,tertiary,no,115.00,no,no,unknown,5,may,111,4,-1,0,unknown,no
327,40,blue-collar,single,secondary,no,436.00,yes,no,unknown,5,may,231,3,-1,0,unknown,no
328,47,technician,married,tertiary,no,831.00,yes,no,unknown,5,may,316,3,-1,0,unknown,no
329,57,technician,married,unknown,no,206.00,yes,no,unknown,5,may,216,3,-1,0,unknown,no
330,41,blue-collar,married,secondary,no,290.00,yes,no,unknown,5,may,240,2,-1,0,unknown,no
331,48,blue-collar,married,secondary,no,1.00,no,no,unknown,5,may,669,3,-1,0,unknown,no
332,42,blue-collar,married,unknown,no,57.00,yes,no,unknown,5,may,425,2,-1,0,unknown,no
333,30,blue-collar,single,secondary,no,-457.00,yes,no,unknown,5,may,143,2,-1,0,unknown,no
334,58,management,single,tertiary,no,1387.00,yes,no,unknown,5,may,174,5,-1,0,unknown,no
335,45,management,divorced,tertiary,no,24598.00,yes,no,unknown,5,may,313,3,-1,0,unknown,no
336,49,blue-collar,married,secondary,no,30.00,yes,no,unknown,5,may,135,4,-1,0,unknown,no
337,42,admin,single,secondary,no,1022.00,yes,no,unknown,5,may,146,2,-1,0,unknown,no
338,53,technician,married,secondary,no,56.00,yes,yes,unknown,5,may,152,2,-1,0,unknown,no
339,51,admin,single,secondary,yes,-2.00,no,no,unknown,5,may,402,3,-1,0,unknown,no
340,32,services,single,secondary,no,121.00,yes,no,unknown,5,may,213,2,-1,0,unknown,no
341,41,blue-collar,single,secondary,no,842.00,yes,no,unknown,5,may,144,3,-1,0,unknown,no
342,43,management,divorced,secondary,no,693.00,yes,no,unknown,5,may,124,3,-1,0,unknown,no
343,40,blue-collar,divorced,secondary,no,-333.00,yes,no,unknown,5,may,183,2,-1,0,unknown,no
344,50,blue-collar,married,primary,no,1533.00,yes,no,unknown,5,may,325,2,-1,0,unknown,no
345,34,management,married,tertiary,no,46.00,yes,no,unknown,5,may,39,4,-1,0,unknown,no
346,53,services,married,unknown,no,18.00,no,no,unknown,5,may,503,2,-1,0,unknown,no
347,45,technician,married,secondary,no,44.00,yes,no,unknown,5,may,95,4,-1,0,unknown,no
348,39,blue-collar,married,primary,no,-100.00,yes,no,unknown,5,may,680,2,-1,0,unknown,no
349,44,services,married,tertiary,no,510.00,yes,no,unknown,5,may,421,4,-1,0,unknown,no
350,55,management,married,tertiary,no,685.00,yes,no,unknown,5,may,174,3,-1,0,unknown,no
351,46,management,single,tertiary,no,187.00,yes,no,unknown,5,may,113,2,-1,0,unknown,no
352,45,blue-collar,married,secondary,no,66.00,yes,no,unknown,5,may,808,2,-1,0,unknown,no
353,34,admin,married,secondary,no,560.00,yes,no,unknown,5,may,198,3,-1,0,unknown,no
354,36,blue-collar,married,secondary,no,0.00,yes,no,unknown,5,may,195,2,-1,0,unknown,no
355,59,unknown,divorced,unknown,no,27.00,no,no,unknown,5,may,347,3,-1,0,unknown,no
356,31,admin,single,secondary,no,12.00,yes,no,unknown,5,may,208,2,-1,0,unknown,no
357,44,blue-collar,single,secondary,no,34.00,yes,no,unknown,5,may,404,4,-1,0,unknown,no
358,33,entrepreneur,single,tertiary,no,1068.00,yes,no,unknown,5,may,396,2,-1,0,unknown,no
359,40,blue-collar,married,secondary,no,211.00,yes,no,unknown,5,may,216,4,-1,0,unknown,no
360,46,admin,single,tertiary,no,377.00,yes,no,unknown,5,may,98,2,-1,0,unknown,no
361,48,management,married,tertiary,no,263.00,yes,no,unknown,5,may,350,2,-1,0,unknown,no
362,42,services,married,secondary,no,1263.00,yes,no,unknown,6,may,114,2,-1,0,unknown,no
363,27,services,married,secondary,no,8.00,yes,no,unknown,6,may,88,3,-1,0,unknown,no
364,48,admin,married,secondary,no,126.00,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
365,59,admin,married,secondary,no,230.00,yes,no,unknown,6,may,190,3,-1,0,unknown,no
366,46,technician,married,tertiary,no,841.00,yes,no,unknown,6,may,158,1,-1,0,unknown,no
367,38,admin,divorced,secondary,no,308.00,yes,no,unknown,6,may,102,1,-1,0,unknown,no
368,43,management,divorced,tertiary,no,1.00,yes,no,unknown,6,may,306,1,-1,0,unknown,no
369,38,admin,divorced,tertiary,no,86.00,yes,no,unknown,6,may,218,1,-1,0,unknown,no
370,23,student,single,secondary,no,157.00,yes,no,unknown,6,may,54,1,-1,0,unknown,no
371,34,services,married,secondary,no,22.00,yes,no,unknown,6,may,344,1,-1,0,unknown,no
372,38,admin,married,secondary,no,46.00,yes,yes,unknown,6,may,195,1,-1,0,unknown,no
373,37,blue-collar,married,secondary,no,1293.00,no,no,unknown,6,may,652,1,-1,0,unknown,no
374,25,admin,single,secondary,no,122.00,yes,no,unknown,6,may,286,1,-1,0,unknown,no
375,48,blue-collar,married,unknown,no,131.00,yes,no,unknown,6,may,189,1,-1,0,unknown,no
376,49,blue-collar,single,secondary,no,143.00,yes,no,unknown,6,may,83,1,-1,0,unknown,no
377,38,admin,single,secondary,no,393.00,no,no,unknown,6,may,184,2,-1,0,unknown,no
378,43,blue-collar,married,primary,no,98.00,yes,no,unknown,6,may,235,1,-1,0,unknown,no
379,33,management,married,tertiary,no,0.00,yes,no,unknown,6,may,290,1,-1,0,unknown,no
380,55,blue-collar,married,secondary,no,224.00,yes,no,unknown,6,may,232,1,-1,0,unknown,no
381,38,blue-collar,married,secondary,no,757.00,yes,no,unknown,6,may,133,1,-1,0,unknown,no
382,49,services,married,secondary,no,245.00,yes,yes,unknown,6,may,318,1,-1,0,unknown,no
383,40,management,married,secondary,no,8486.00,no,no,unknown,6,may,260,3,-1,0,unknown,no
384,43,admin,married,unknown,no,350.00,no,no,unknown,6,may,437,1,-1,0,unknown,no
385,38,blue-collar,married,secondary,no,20.00,yes,no,unknown,6,may,402,1,-1,0,unknown,no
386,58,services,married,secondary,no,1667.00,yes,yes,unknown,6,may,85,1,-1,0,unknown,no
387,57,technician,married,unknown,no,345.00,yes,no,unknown,6,may,125,1,-1,0,unknown,no
388,32,unemployed,married,secondary,no,10.00,yes,no,unknown,6,may,501,4,-1,0,unknown,no
389,56,management,married,tertiary,no,830.00,yes,yes,unknown,6,may,1201,1,-1,0,unknown,yes
390,58,blue-collar,divorced,unknown,no,29.00,yes,no,unknown,6,may,253,1,-1,0,unknown,no
391,60,retired,divorced,secondary,no,545.00,yes,no,unknown,6,may,1030,1,-1,0,unknown,yes
392,37,technician,married,tertiary,no,8730.00,yes,no,unknown,6,may,149,1,-1,0,unknown,no
393,46,technician,divorced,tertiary,no,477.00,yes,no,unknown,6,may,114,1,-1,0,unknown,no
394,27,admin,married,secondary,no,4.00,yes,no,unknown,6,may,243,1,-1,0,unknown,no
395,43,blue-collar,married,secondary,no,1205.00,yes,no,unknown,6,may,769,2,-1,0,unknown,no
396,32,technician,single,secondary,no,0.00,yes,yes,unknown,6,may,135,3,-1,0,unknown,no
397,40,admin,single,secondary,no,263.00,yes,no,unknown,6,may,231,1,-1,0,unknown,no
398,38,admin,married,secondary,no,1.00,no,no,unknown,6,may,76,1,-1,0,unknown,no
399,34,blue-collar,married,secondary,no,283.00,no,yes,unknown,6,may,199,1,-1,0,unknown,no
400,47,blue-collar,married,primary,no,206.00,yes,no,unknown,6,may,152,1,-1,0,unknown,no
401,42,housemaid,married,primary,no,17.00,yes,no,unknown,6,may,124,1,-1,0,unknown,no
402,48,technician,married,secondary,no,141.00,yes,yes,unknown,6,may,424,1,-1,0,unknown,no
403,29,self-employed,single,tertiary,no,16.00,yes,no,unknown,6,may,43,1,-1,0,unknown,no
404,50,services,married,secondary,no,206.00,yes,no,unknown,6,may,154,1,-1,0,unknown,no
405,52,technician,married,unknown,no,7.00,no,no,unknown,6,may,203,2,-1,0,unknown,no
406,50,management,married,tertiary,no,0.00,no,no,unknown,6,may,326,1,-1,0,unknown,no
407,58,retired,married,tertiary,no,0.00,no,no,unknown,6,may,393,1,-1,0,unknown,no
408,46,blue-collar,divorced,primary,no,1927.00,yes,no,unknown,6,may,241,3,-1,0,unknown,no
409,38,technician,married,secondary,no,284.00,yes,no,unknown,6,may,483,1,-1,0,unknown,no
410,46,blue-collar,married,secondary,no,1660.00,yes,no,unknown,6,may,259,1,-1,0,unknown,no
411,32,services,single,secondary,no,406.00,yes,no,unknown,6,may,227,1,-1,0,unknown,no
412,51,blue-collar,married,primary,no,230.00,yes,no,unknown,6,may,673,1,-1,0,unknown,no
413,39,admin,single,secondary,no,-25.00,yes,no,unknown,6,may,576,1,-1,0,unknown,no
414,48,admin,married,secondary,no,182.00,yes,no,unknown,6,may,180,2,-1,0,unknown,no
415,36,entrepreneur,married,tertiary,no,1169.00,yes,no,unknown,6,may,168,2,-1,0,unknown,no
416,34,admin,divorced,secondary,no,67.00,yes,no,unknown,6,may,90,1,-1,0,unknown,no
417,40,technician,married,secondary,no,77.00,no,no,unknown,6,may,505,1,-1,0,unknown,no
418,43,unemployed,married,secondary,no,0.00,yes,no,unknown,6,may,245,1,-1,0,unknown,no
419,52,blue-collar,divorced,primary,no,55.00,yes,yes,unknown,6,may,186,1,-1,0,unknown,no
420,33,technician,married,secondary,yes,72.00,yes,no,unknown,6,may,623,1,-1,0,unknown,no
421,49,management,single,tertiary,no,163.00,yes,no,unknown,6,may,496,3,-1,0,unknown,no
422,32,management,single,tertiary,no,151.00,yes,no,unknown,6,may,118,1,-1,0,unknown,no
423,39,admin,single,secondary,no,113.00,yes,no,unknown,6,may,342,1,-1,0,unknown,no
424,40,blue-collar,married,secondary,no,0.00,yes,no,unknown,6,may,225,1,-1,0,unknown,no
425,38,technician,single,tertiary,no,9.00,yes,no,unknown,6,may,185,3,-1,0,unknown,no
426,43,management,married,secondary,no,375.00,yes,no,unknown,6,may,196,2,-1,0,unknown,no
427,39,services,married,secondary,no,1142.00,yes,no,unknown,6,may,276,1,-1,0,unknown,no
428,54,blue-collar,married,primary,no,2102.00,yes,no,unknown,6,may,76,1,-1,0,unknown,no
429,38,technician,single,tertiary,no,4325.00,yes,no,unknown,6,may,87,1,-1,0,unknown,no
430,40,blue-collar,married,secondary,no,217.00,yes,no,unknown,6,may,195,1,-1,0,unknown,no
431,55,admin,married,secondary,no,131.00,yes,no,unknown,6,may,744,1,-1,0,unknown,no
432,42,management,married,tertiary,no,1680.00,yes,no,unknown,6,may,765,1,-1,0,unknown,no
433,39,blue-collar,married,secondary,no,0.00,yes,no,unknown,6,may,262,1,-1,0,unknown,no
434,40,blue-collar,married,primary,no,46.00,yes,no,unknown,6,may,119,1,-1,0,unknown,no
435,32,blue-collar,married,secondary,no,320.00,yes,no,unknown,6,may,198,2,-1,0,unknown,no
436,55,admin,married,secondary,no,183.00,yes,no,unknown,6,may,150,1,-1,0,unknown,no
437,45,blue-collar,married,secondary,no,39.00,no,no,unknown,6,may,241,1,-1,0,unknown,no
438,35,management,single,tertiary,no,560.00,yes,no,unknown,6,may,181,1,-1,0,unknown,no
439,58,technician,divorced,secondary,no,469.00,no,no,unknown,6,may,196,1,-1,0,unknown,no
440,35,admin,married,secondary,no,530.00,yes,no,unknown,6,may,149,1,-1,0,unknown,no
441,49,services,married,primary,no,61.00,yes,no,unknown,6,may,246,1,-1,0,unknown,no
442,34,technician,single,tertiary,no,242.00,yes,no,unknown,6,may,112,1,-1,0,unknown,no
443,36,blue-collar,married,secondary,no,139.00,yes,no,unknown,6,may,309,2,-1,0,unknown,no
444,24,self-employed,single,secondary,no,0.00,yes,no,unknown,6,may,278,1,-1,0,unknown,no
445,34,technician,married,secondary,no,367.00,yes,no,unknown,6,may,140,1,-1,0,unknown,no
446,51,admin,divorced,secondary,no,228.00,yes,no,unknown,6,may,136,1,-1,0,unknown,no
447,39,technician,single,unknown,no,45248.00,yes,no,unknown,6,may,1623,1,-1,0,unknown,yes
448,50,self-employed,married,unknown,no,-84.00,yes,no,unknown,6,may,101,1,-1,0,unknown,no
449,32,services,single,secondary,no,310.00,yes,no,unknown,6,may,144,1,-1,0,unknown,no
450,42,blue-collar,married,unknown,no,132.00,yes,no,unknown,6,may,238,1,-1,0,unknown,no
451,50,technician,married,secondary,no,797.00,yes,no,unknown,6,may,354,1,-1,0,unknown,no
452,40,services,married,secondary,no,71.00,no,no,unknown,6,may,79,1,-1,0,unknown,no
453,46,management,divorced,unknown,no,2.00,yes,no,unknown,6,may,187,1,-1,0,unknown,no
454,37,management,married,tertiary,no,231.00,yes,yes,unknown,6,may,451,2,-1,0,unknown,no
455,34,blue-collar,married,secondary,no,270.00,yes,yes,unknown,6,may,159,1,-1,0,unknown,no
456,44,blue-collar,married,secondary,no,274.00,yes,yes,unknown,6,may,409,1,-1,0,unknown,no
457,40,admin,single,secondary,no,-109.00,yes,yes,unknown,6,may,170,1,-1,0,unknown,no
458,37,technician,married,secondary,no,1.00,yes,no,unknown,6,may,608,1,-1,0,unknown,yes
459,33,blue-collar,single,secondary,yes,-60.00,no,no,unknown,6,may,243,1,-1,0,unknown,no
460,35,blue-collar,married,secondary,no,89.00,yes,no,unknown,6,may,145,2,-1,0,unknown,no
461,58,blue-collar,divorced,secondary,no,-11.00,no,no,unknown,6,may,112,1,-1,0,unknown,no
462,39,blue-collar,married,primary,no,0.00,yes,no,unknown,6,may,262,2,-1,0,unknown,no
463,43,blue-collar,married,secondary,no,-509.00,yes,no,unknown,6,may,124,1,-1,0,unknown,no
464,39,unemployed,married,primary,no,408.00,yes,no,unknown,6,may,53,1,-1,0,unknown,no
465,36,services,single,primary,no,58.00,yes,no,unknown,6,may,134,1,-1,0,unknown,no
466,57,retired,single,secondary,no,1640.00,no,yes,unknown,6,may,204,4,-1,0,unknown,no
467,36,admin,single,secondary,no,20.00,yes,no,unknown,6,may,186,1,-1,0,unknown,no
468,50,blue-collar,married,primary,no,71.00,yes,no,unknown,6,may,678,1,-1,0,unknown,no
469,55,blue-collar,married,secondary,no,52.00,yes,no,unknown,6,may,182,1,-1,0,unknown,no
470,44,self-employed,married,tertiary,no,292.00,yes,no,unknown,6,may,162,1,-1,0,unknown,no
471,44,services,divorced,secondary,no,424.00,yes,no,unknown,6,may,27,1,-1,0,unknown,no
472,39,housemaid,single,primary,no,109.00,yes,no,unknown,6,may,699,3,-1,0,unknown,no
473,46,blue-collar,married,unknown,no,1044.00,yes,no,unknown,6,may,43,1,-1,0,unknown,no
474,39,blue-collar,married,secondary,no,983.00,yes,no,unknown,6,may,97,1,-1,0,unknown,no
475,34,admin,married,secondary,no,869.00,no,no,unknown,6,may,1677,1,-1,0,unknown,yes
476,40,blue-collar,married,primary,no,668.00,yes,no,unknown,6,may,283,2,-1,0,unknown,no
477,50,management,married,tertiary,no,964.00,yes,no,unknown,6,may,323,1,-1,0,unknown,no
478,31,management,single,secondary,no,301.00,yes,no,unknown,6,may,82,1,-1,0,unknown,no
479,37,admin,single,secondary,no,140.00,yes,no,unknown,6,may,310,1,-1,0,unknown,no
480,39,management,single,secondary,no,1877.00,yes,no,unknown,6,may,185,1,-1,0,unknown,no
481,51,blue-collar,married,primary,no,1127.00,yes,no,unknown,6,may,47,1,-1,0,unknown,no
482,41,technician,married,secondary,no,871.00,yes,no,unknown,6,may,145,1,-1,0,unknown,no
483,41,technician,married,secondary,no,767.00,yes,yes,unknown,6,may,204,1,-1,0,unknown,no
484,43,blue-collar,married,secondary,no,0.00,no,no,unknown,6,may,187,1,-1,0,unknown,no
485,30,services,single,secondary,no,209.00,yes,no,unknown,6,may,30,2,-1,0,unknown,no
486,54,management,divorced,primary,no,0.00,no,no,unknown,6,may,472,1,-1,0,unknown,no
487,43,blue-collar,divorced,secondary,no,110.00,yes,yes,unknown,6,may,448,1,-1,0,unknown,no
488,59,management,divorced,tertiary,no,-76.00,yes,yes,unknown,6,may,264,1,-1,0,unknown,no
489,47,technician,married,unknown,no,178.00,yes,no,unknown,6,may,169,1,-1,0,unknown,no
490,40,blue-collar,married,primary,no,-66.00,yes,no,unknown,6,may,288,1,-1,0,unknown,no
491,32,technician,married,secondary,no,0.00,yes,no,unknown,6,may,176,2,-1,0,unknown,no
492,29,blue-collar,married,secondary,no,1.00,yes,no,unknown,6,may,215,1,-1,0,unknown,no
493,36,blue-collar,married,secondary,no,0.00,yes,no,unknown,6,may,337,1,-1,0,unknown,no
494,55,unemployed,married,tertiary,no,5345.00,no,no,unknown,6,may,278,1,-1,0,unknown,no
495,30,blue-collar,divorced,secondary,no,-209.00,yes,no,unknown,6,may,188,2,-1,0,unknown,no
496,39,admin,single,secondary,no,0.00,yes,no,unknown,6,may,174,2,-1,0,unknown,no
497,39,blue-collar,divorced,secondary,no,42.00,yes,no,unknown,6,may,226,2,-1,0,unknown,no
498,50,blue-collar,divorced,secondary,no,41.00,yes,no,unknown,6,may,190,1,-1,0,unknown,no
499,44,blue-collar,married,secondary,no,-99.00,yes,no,unknown,6,may,111,2,-1,0,unknown,no
500,37,technician,single,secondary,no,17.00,yes,no,unknown,6,may,164,1,-1,0,unknown,no
501,46,admin,married,primary,no,276.00,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
502,32,technician,single,unknown,no,-170.00,no,no,unknown,6,may,46,1,-1,0,unknown,no
503,37,management,single,tertiary,no,230.00,yes,yes,unknown,6,may,374,1,-1,0,unknown,no
504,29,blue-collar,married,secondary,no,9.00,yes,no,unknown,6,may,349,1,-1,0,unknown,no
505,41,blue-collar,married,secondary,no,946.00,yes,no,unknown,6,may,325,1,-1,0,unknown,no
506,45,blue-collar,married,primary,no,1297.00,yes,no,unknown,6,may,233,2,-1,0,unknown,no
507,57,retired,divorced,secondary,no,-331.00,yes,no,unknown,6,may,531,1,-1,0,unknown,no
508,48,blue-collar,single,secondary,no,44.00,yes,no,unknown,6,may,153,1,-1,0,unknown,no
509,60,retired,married,secondary,yes,15.00,no,no,unknown,6,may,80,1,-1,0,unknown,no
510,26,admin,single,secondary,no,712.00,yes,no,unknown,6,may,232,1,-1,0,unknown,no
511,58,retired,married,secondary,no,5435.00,yes,no,unknown,6,may,118,1,-1,0,unknown,no
512,34,admin,married,secondary,no,507.00,yes,no,unknown,6,may,190,1,-1,0,unknown,no
513,55,unemployed,divorced,secondary,no,387.00,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
514,41,blue-collar,married,primary,no,0.00,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
515,50,management,divorced,secondary,no,1716.00,yes,no,unknown,6,may,82,1,-1,0,unknown,no
516,49,entrepreneur,married,secondary,no,167.00,yes,yes,unknown,6,may,198,3,-1,0,unknown,no
517,44,admin,married,unknown,no,40.00,no,yes,unknown,6,may,160,2,-1,0,unknown,no
518,44,blue-collar,married,primary,no,148.00,yes,no,unknown,6,may,211,1,-1,0,unknown,no
519,31,technician,married,secondary,no,17.00,yes,yes,unknown,6,may,120,1,-1,0,unknown,no
520,34,blue-collar,single,tertiary,no,1011.00,yes,no,unknown,6,may,136,1,-1,0,unknown,no
521,46,management,single,unknown,no,1527.00,yes,no,unknown,6,may,269,1,-1,0,unknown,no
522,42,management,married,tertiary,no,744.00,no,no,unknown,6,may,157,1,-1,0,unknown,no
523,52,admin,married,secondary,no,484.00,yes,no,unknown,6,may,128,1,-1,0,unknown,no
524,29,management,single,tertiary,no,0.00,yes,no,unknown,6,may,211,1,-1,0,unknown,no
525,53,retired,married,primary,no,136.00,yes,no,unknown,6,may,267,2,-1,0,unknown,no
526,43,blue-collar,married,secondary,no,1335.00,yes,no,unknown,6,may,371,2,-1,0,unknown,no
527,38,management,married,secondary,no,517.00,yes,no,unknown,6,may,288,2,-1,0,unknown,no
528,46,management,married,tertiary,no,459.00,yes,no,unknown,6,may,221,1,-1,0,unknown,no
529,48,management,divorced,unknown,no,549.00,yes,no,unknown,6,may,427,1,-1,0,unknown,no
530,30,admin,divorced,secondary,no,83.00,yes,yes,unknown,6,may,310,1,-1,0,unknown,no
531,44,blue-collar,married,primary,no,213.00,no,no,unknown,6,may,158,1,-1,0,unknown,no
532,31,housemaid,married,primary,no,203.00,yes,no,unknown,6,may,604,3,-1,0,unknown,no
533,42,services,single,secondary,no,518.00,yes,no,unknown,6,may,198,1,-1,0,unknown,no
534,40,management,single,tertiary,no,3877.00,yes,no,unknown,6,may,145,1,-1,0,unknown,no
535,52,admin,married,secondary,no,1236.00,yes,no,unknown,6,may,247,1,-1,0,unknown,no
536,45,blue-collar,divorced,secondary,no,756.00,yes,no,unknown,6,may,179,2,-1,0,unknown,no
537,48,blue-collar,married,secondary,no,157.00,yes,no,unknown,6,may,73,1,-1,0,unknown,no
538,45,blue-collar,married,primary,no,-66.00,yes,no,unknown,6,may,263,2,-1,0,unknown,no
539,34,blue-collar,married,unknown,no,245.00,yes,no,unknown,6,may,13,1,-1,0,unknown,no
540,34,blue-collar,married,primary,no,-144.00,yes,no,unknown,6,may,79,2,-1,0,unknown,no
541,46,blue-collar,married,secondary,no,71.00,yes,no,unknown,6,may,416,1,-1,0,unknown,no
542,49,services,divorced,secondary,no,505.00,yes,no,unknown,6,may,162,1,-1,0,unknown,no
543,50,technician,married,primary,no,249.00,yes,no,unknown,6,may,129,1,-1,0,unknown,no
544,34,admin,single,secondary,no,0.00,yes,no,unknown,6,may,150,1,-1,0,unknown,no
545,40,unemployed,single,secondary,no,11.00,yes,no,unknown,6,may,43,1,-1,0,unknown,no
546,36,admin,married,secondary,no,639.00,yes,no,unknown,6,may,191,1,-1,0,unknown,no
547,59,blue-collar,divorced,unknown,no,124.00,yes,no,unknown,6,may,26,1,-1,0,unknown,no
548,45,blue-collar,married,secondary,no,82.00,yes,no,unknown,6,may,250,1,-1,0,unknown,no
549,36,self-employed,married,tertiary,no,107.00,yes,no,unknown,6,may,146,1,-1,0,unknown,no
550,56,services,married,secondary,no,473.00,yes,no,unknown,6,may,416,1,-1,0,unknown,no
551,42,services,divorced,secondary,no,372.00,yes,yes,unknown,6,may,121,2,-1,0,unknown,no
552,30,admin,married,secondary,no,46.00,yes,no,unknown,6,may,114,2,-1,0,unknown,no
553,30,student,single,tertiary,no,34.00,yes,no,unknown,6,may,289,1,-1,0,unknown,no
554,47,self-employed,married,unknown,no,935.00,yes,no,unknown,6,may,225,1,-1,0,unknown,no
555,33,blue-collar,married,secondary,no,-10.00,yes,no,unknown,6,may,123,1,-1,0,unknown,no
556,36,admin,married,secondary,no,-106.00,yes,no,unknown,6,may,130,2,-1,0,unknown,no
557,39,services,divorced,primary,no,471.00,yes,no,unknown,6,may,161,2,-1,0,unknown,no
558,56,admin,divorced,secondary,no,778.00,yes,no,unknown,6,may,149,2,-1,0,unknown,no
559,39,blue-collar,divorced,unknown,no,170.00,yes,no,unknown,6,may,268,2,-1,0,unknown,no
560,42,technician,married,secondary,no,315.00,yes,no,unknown,6,may,259,2,-1,0,unknown,no
561,52,blue-collar,married,secondary,no,3165.00,no,no,unknown,6,may,26,1,-1,0,unknown,no
562,36,admin,divorced,secondary,no,131.00,yes,no,unknown,6,may,153,1,-1,0,unknown,no
563,35,entrepreneur,married,secondary,yes,204.00,yes,no,unknown,6,may,424,2,-1,0,unknown,no
564,47,technician,married,secondary,no,83.00,yes,no,unknown,6,may,179,2,-1,0,unknown,no
565,59,services,divorced,secondary,no,0.00,yes,yes,unknown,6,may,97,1,-1,0,unknown,no
566,57,blue-collar,married,primary,no,5431.00,yes,yes,unknown,6,may,383,1,-1,0,unknown,no
567,38,management,married,unknown,no,1759.00,yes,no,unknown,6,may,440,1,-1,0,unknown,no
568,46,unemployed,married,secondary,no,-125.00,yes,no,unknown,6,may,23,1,-1,0,unknown,no
569,34,blue-collar,married,secondary,no,0.00,no,no,unknown,6,may,195,1,-1,0,unknown,no
570,28,services,single,secondary,no,5090.00,yes,no,unknown,6,may,1297,3,-1,0,unknown,yes
571,38,technician,married,unknown,no,573.00,yes,no,unknown,6,may,87,1,-1,0,unknown,no
572,56,blue-collar,married,secondary,no,1602.00,yes,no,unknown,6,may,427,1,-1,0,unknown,no
573,41,blue-collar,single,primary,yes,-137.00,yes,yes,unknown,6,may,189,1,-1,0,unknown,no
574,52,technician,married,unknown,no,0.00,no,no,unknown,6,may,195,1,-1,0,unknown,no
